Minisector,SAI,RUS,Fastest
0,276.8835928085154,274.4175734002771,SAI
1,302.6746430737415,299.99561152,SAI
2,317.0697930890815,314.0067768420024,SAI
3,324.2004481621703,321.5780991866667,SAI
4,328.8191270095238,325.6182603870145,SAI
5,328.080254436727,326.4418807791746,SAI
6,209.2008476943238,209.09241370020496,SAI
7,109.37309619887374,104.5253684922172,SAI
8,187.56453380902693,193.70562654507142,RUS
9,263.7983419643808,261.03495857296576,SAI
10,292.0476932711046,290.18512670102535,SAI
11,164.37306178382875,171.3028988520118,RUS
12,94.51707364392291,97.16100414489607,RUS
13,119.2215682414035,114.43803918631346,SAI
14,220.32746485576249,217.5892235826087,SAI
15,187.14766774498813,192.07765713199834,RUS
16,229.6274994521212,227.18561707220778,SAI
17,177.84506827621587,185.03395352808857,RUS
18,242.99488953763537,237.9219471222857,SAI
19,280.5818777848485,278.1198287644445,SAI
20,245.73921226597403,239.7438954907726,SAI
21,146.87329377246996,147.19851788050954,RUS
22,98.4550483243985,99.714766324101,RUS
23,126.06238530649519,129.65164434443415,RUS
24,233.00310189357026,228.473376352,SAI
