Minisector,VER,GAS,Fastest
0,257.5419068265726,255.39798114530035,VER
1,132.86500023656606,133.88883736009063,GAS
2,270.22532142774975,268.83197207182303,VER
3,309.5747940838278,311.7174732223266,GAS
4,309.9160492311728,313.08702372219784,GAS
5,317.653450074249,321.93603572303397,GAS
6,322.3763634269008,325.8932246631884,GAS
7,318.85659104,322.9717461103808,GAS
8,206.2708572953148,199.77027045173867,VER
9,204.73914922044554,201.46183846752052,VER
10,184.65118274296555,182.25940206440438,VER
11,176.35901395212886,169.4831922515683,VER
12,258.292351927132,252.01112098228342,VER
13,283.00056924554116,272.50909637488485,VER
14,286.8080612244898,282.7040756875169,VER
15,272.7823228625985,284.9003267634568,GAS
16,173.19406797647588,173.494886398905,GAS
17,197.8578282349059,195.36355102146058,VER
18,248.97451844009154,241.264875437545,VER
19,292.2569752849383,292.39725813183264,GAS
20,311.75624755452037,312.87696268698414,GAS
21,317.34112135314285,320.5670805149509,GAS
22,315.7567376278293,317.5052038896655,GAS
23,270.6989296058608,260.7664333527187,VER
24,119.2939059912624,117.05194348337942,VER
25,,232.2296868,GAS
