Minisector,HAM,SAI,Fastest
0,261.7063930095161,260.28247398717394,HAM
1,216.35432116989247,221.74236844226505,SAI
2,141.0577426816193,145.59160489876544,SAI
3,230.10735023893002,242.85488040257775,SAI
4,269.33421733052717,269.954736952381,SAI
5,179.4951715273049,176.88178881058042,HAM
6,99.80420220969494,97.80535293312215,HAM
7,136.12415267396324,137.40513170655933,SAI
8,248.21667628464013,252.19520579164833,SAI
9,163.54508503826548,164.02503434874777,SAI
10,183.91286087406635,186.43680427456746,SAI
11,253.99272339004102,259.32415575459373,SAI
12,234.16182269162562,250.0346671915344,SAI
13,251.30990791991533,267.27024791500406,SAI
14,279.12323336811596,286.80199257971015,SAI
15,264.7504620355624,271.67275505397515,SAI
16,141.32097813173547,139.90053427388452,HAM
17,232.0618028586884,235.88183149151996,SAI
18,278.93904751701865,278.6724635826087,HAM
19,290.7713767884058,288.90346787246375,HAM
20,295.06159411014494,291.9429347246377,HAM
21,300.83829363809525,293.23667933737374,HAM
22,148.51642731731155,144.37835395607385,HAM
23,84.79528129856695,84.49801613404672,HAM
24,168.27287129174152,169.7878197059829,SAI
25,241.88333226666666,,HAM
