Minisector,BOT,OCO,Fastest
0,274.77508282457035,273.82252258250116,BOT
1,293.4104400935685,294.725626710492,OCO
2,287.6460960388357,286.9519178835979,BOT
3,173.66750620468065,170.80047748551712,BOT
4,117.25738271131974,114.01979299140929,BOT
5,233.55827249165205,234.40293540496612,OCO
6,282.5497837503962,281.55031562428746,BOT
7,296.60636226405006,292.83948383492066,BOT
8,163.97354476052706,167.3337311876167,OCO
9,141.5607239736611,133.75497465490588,BOT
10,250.39567076770945,247.98446787242267,BOT
11,286.1547880064632,284.662323645655,BOT
12,295.9152726194697,294.38739020284214,BOT
13,280.0847642370419,267.5436417550922,BOT
14,297.9765216962386,295.00499710135927,BOT
15,298.11151098001943,300.9119853515021,OCO
16,248.421170603554,240.29401206268915,BOT
17,224.49328671531475,212.47731725561218,BOT
18,277.61662257680183,275.5794236182942,BOT
19,300.6878302409539,302.46463243367714,OCO
20,301.4415309970538,307.80776279016953,OCO
21,231.98541130318648,214.68179201177597,BOT
22,255.69288367097437,247.02114116993062,BOT
23,137.8662911054002,135.02621105523482,BOT
24,212.81072185051266,198.78795415451353,BOT
25,257.2333312,252.79999999999998,BOT
