Minisector,PER,OCO,Fastest
0,302.15717588148146,304.94473678596495,OCO
1,249.50503154714315,235.00027117807852,PER
2,140.8478406890479,131.16758879619047,PER
3,219.44225071637405,213.85391949039018,PER
4,265.31432513372295,260.3497908419048,PER
5,290.12499976296294,285.71552126846274,PER
6,303.66064859259257,300.1935928945185,PER
7,277.0922622678848,276.58833610666665,PER
8,185.1457819505863,171.03610709071674,PER
9,247.1452399238095,237.6157187878788,PER
10,277.0095116494623,270.32812458666666,PER
11,268.9724078943882,256.84915014166626,PER
12,215.71483323733332,198.24020147106228,PER
13,134.7201892020364,123.3966753295238,PER
14,129.54633823206927,119.99191741243925,PER
15,175.24741599868082,155.64648224985993,PER
16,127.53222354636063,122.75623129794666,PER
17,232.2361063404939,224.93749936231887,PER
18,191.0186381453277,170.7263371517844,PER
19,167.4222860810545,163.71950600926505,PER
20,249.16944365714286,244.34331761552613,PER
21,276.9391696679929,273.99770794666665,PER
22,291.79421009634,289.0705853648113,PER
23,296.8173941333333,298.5057016140351,OCO
24,300.7029411764706,303.03946070588233,OCO
25,300.3666666666667,,PER
