Minisector,HAM,ALO,Fastest
0,274.6763037028572,275.75056561834214,ALO
1,295.2326100296296,298.0542425409862,ALO
2,294.4852819516049,294.7155440291536,ALO
3,177.2598541484884,167.4991729728323,HAM
4,121.26536237510452,123.23574034634242,ALO
5,234.36102456752135,234.70097788448513,ALO
6,279.6079396292063,280.34601787215007,ALO
7,293.7339628372671,292.5747436538068,HAM
8,185.33997941528693,182.60715887527783,HAM
9,147.79774757845888,146.51173631596356,HAM
10,252.30249139301588,252.103316760409,HAM
11,287.5199305948874,288.9411858714148,ALO
12,298.9414352273593,298.01572663258145,HAM
13,285.6477290850088,287.20756808951353,ALO
14,296.3319230615708,297.02449106866214,ALO
15,296.8067783730388,299.2367618255792,ALO
16,259.201978644653,258.18388973184267,HAM
17,235.38953092856192,232.3294554871264,HAM
18,277.8938656096066,276.46062456,HAM
19,297.5009246909025,296.8170948125018,HAM
20,302.8183914300047,297.2403727893333,HAM
21,244.17875941098902,242.9370434469904,HAM
22,264.68307461172657,262.1412452667372,HAM
23,146.1394642134376,142.7179272923725,HAM
24,216.72545856067225,216.8603338884127,ALO
