Minisector,LEC,NOR,Fastest
0,292.5442163636124,288.55935270915575,LEC
1,298.0889365715343,289.17927966546483,LEC
2,162.69078384354734,160.66269483275482,LEC
3,228.7546132125087,231.66628640728877,NOR
4,279.05564914918085,276.6204600281504,LEC
5,296.76982428632317,294.605798215009,LEC
6,301.4227902352217,297.1832288075937,LEC
7,160.44243280763257,141.6668122089404,LEC
8,139.24708002465007,150.56503985249245,NOR
9,254.7295104753124,256.1835057952805,NOR
10,287.6587610382837,285.10357136190476,LEC
11,297.47136819345155,287.82645498881044,LEC
12,146.0535286149709,135.41670772372706,LEC
13,198.2012457498913,214.02259509406255,NOR
14,261.22741967284213,257.15167049677484,LEC
15,203.59981089553804,188.33095284261253,LEC
16,227.32599785569613,230.32520642712174,NOR
17,214.98188166153096,205.94363170501714,LEC
18,247.57799286184138,252.85087734567085,NOR
19,279.9825142190376,282.3976608051076,NOR
20,296.48388895492064,292.1033374602639,LEC
21,261.52117332597726,243.54224569936235,LEC
22,227.14937961731727,204.57927297567426,LEC
23,205.0517521907565,222.0852633781607,NOR
24,267.64491265392087,270.65275108571427,NOR
