Minisector,VER,OCO,Fastest
0,285.97583047978196,281.9406488462027,VER
1,160.00610524202483,155.82115407366229,VER
2,172.8294051410101,169.87604407330883,VER
3,249.60761829159512,243.7377268679241,VER
4,282.4969195160091,274.32749979592285,VER
5,248.27040593902368,231.0749536801865,VER
6,226.7364299134694,213.32634289177489,VER
7,158.3451073718656,150.96667174017134,VER
8,233.182187527384,231.5738746488832,VER
9,278.1205567106221,280.9111161476839,OCO
10,296.39836716843536,298.3951947190303,OCO
11,304.7436645023888,308.3795486622579,OCO
12,309.0058927817143,309.89792861942857,OCO
13,306.5375298961378,301.1842746490664,VER
14,136.4233528669611,126.32523675630004,VER
15,120.59691776731084,111.58621047761669,VER
16,95.91733902264612,100.51229099813689,OCO
17,230.87106383726086,235.97384736240818,OCO
18,282.28813740190475,284.43827159929776,OCO
19,302.38512519227953,303.64962807538654,OCO
20,314.284644587726,315.618202105679,OCO
21,315.2131060214668,314.3095834311111,VER
22,121.06716170865445,124.0034176296228,OCO
23,202.38749713617744,205.8660684112726,OCO
24,267.81153377212,265.21219808783394,VER
