Minisector,HAM,OCO,Fastest
0,311.4287035851852,304.94473678596495,HAM
1,238.84523398095237,235.00027117807852,HAM
2,136.77136368617246,131.16758879619047,HAM
3,220.70328900295917,213.85391949039018,HAM
4,264.64234607835715,260.3497908419048,HAM
5,290.7865199327731,285.71552126846274,HAM
6,301.5416391403249,300.1935928945185,HAM
7,283.21162487017546,280.4087748491228,HAM
8,179.14597415553226,171.0038490262006,HAM
9,242.38645114195012,236.19764405797102,HAM
10,271.2674531664722,270.32812458666666,HAM
11,260.1344590997494,256.84915014166626,HAM
12,209.6225281206707,198.24020147106228,HAM
13,127.53898313833815,123.3966753295238,HAM
14,128.25770561870797,119.99191741243925,HAM
15,161.14922021640746,155.64648224985993,HAM
16,127.14192532071772,122.75623129794666,HAM
17,233.30549445145667,224.93749936231887,HAM
18,183.6870655938056,172.66535881474522,HAM
19,165.3140739662932,162.0600422464755,HAM
20,250.7153419151515,244.34331761552613,HAM
21,279.96299568253966,273.99770794666665,HAM
22,298.0236767177346,289.0705853648113,HAM
23,315.083088627451,298.5057016140351,HAM
24,324.1308127398966,303.03946070588233,HAM
