Minisector,VER,NOR,Fastest
0,313.5577490863079,295.3487922300936,VER
1,255.28633198933335,246.40459096531387,VER
2,198.15013656046753,202.09337726052453,NOR
3,263.0976601041115,267.85919706333704,NOR
4,234.48220952870497,224.44951184217686,VER
5,120.77449182904161,117.92698320842887,VER
6,183.8136520549625,179.97567039450004,VER
7,257.2721073967628,257.5715712513464,NOR
8,284.5474304985713,287.34324056619624,NOR
9,297.8155676433048,301.1570182366542,NOR
10,300.6985484806829,303.7396147805289,NOR
11,232.31333097540556,213.9077292258161,VER
12,146.6417715994759,146.5042542140022,VER
13,254.6084337237695,255.37965963565458,NOR
14,286.4720490433461,288.98998991008494,NOR
15,298.51361496962807,300.4868792898208,NOR
16,292.9768913285145,295.01924612063493,NOR
17,271.2678657043259,264.4209812367204,VER
18,194.89229173976676,193.3284327220287,VER
19,194.457117034701,183.42211959251281,VER
20,185.85108949501736,186.84805471242558,NOR
21,249.9241637363717,244.67213415237953,VER
22,131.74502799171148,125.62435539010303,VER
23,195.26488647576087,205.50420265685207,NOR
24,275.61108873673635,278.24657204374444,NOR
