Minisector,VER,NOR,Fastest
0,280.7126043615638,294.85579257824566,NOR
1,291.61678321678323,310.88268996208126,NOR
2,295.77252367575755,317.12822205155555,NOR
3,292.2677972050125,301.7560428152381,NOR
4,163.71980491190502,159.0908630941436,VER
5,199.46453687739103,198.51447352156373,VER
6,220.0264831663192,212.9500325185185,VER
7,258.3151546554071,256.8361716709849,VER
8,243.69983588647955,243.04690050521037,VER
9,154.02419859000474,150.52000475515646,VER
10,217.73046449211694,215.05214071430873,VER
11,128.06225870946147,124.89658212776537,VER
12,228.43309584018144,229.50036522975338,NOR
13,170.38565360511234,165.5139451763593,VER
14,206.08154480601516,213.10050975823114,NOR
15,224.99169437814936,217.37730681565358,VER
16,254.79309614351826,250.2142548741551,VER
17,280.765125772549,277.70490393469385,VER
18,140.56592095784535,145.09949982591803,NOR
19,161.22212289646868,165.92092299260912,NOR
20,139.98255576389414,139.10691183351662,VER
21,149.05532816063905,146.6416935852405,VER
22,108.55030472421406,106.68240184452499,VER
23,216.06336578636436,219.62391504180084,NOR
24,262.6701913615111,259.512204754623,VER
25,274.7053952222577,273.27857097142856,VER
