Minisector,HAM,VER,Fastest
0,292.83731493901416,286.9958332121212,HAM
1,312.18196454857144,306.61135237238994,HAM
2,306.05241153657437,305.00749984,HAM
3,180.51718063853133,185.89131353490183,VER
4,228.69974093030015,220.6122469518622,HAM
5,205.82137736049083,207.86724097471264,VER
6,192.95043267051065,193.40946958267247,VER
7,220.0228447264368,213.9219069020408,HAM
8,263.522188027898,258.99289366863593,HAM
9,258.7739100126984,266.50790690585836,VER
10,177.11991556879653,179.11110479051817,VER
11,246.09479981226667,240.8908154962266,HAM
12,118.7596599985724,116.99929565528255,HAM
13,231.66172054229014,231.25773924797178,HAM
14,280.05714240000003,277.8720246948836,HAM
15,291.25812330256093,284.56639561558444,HAM
16,210.95825894930874,205.652049000183,HAM
17,186.68739840069907,184.1137871182665,HAM
18,274.51003694545454,269.96556849392994,HAM
19,301.77013765090396,295.9234129995465,HAM
20,313.9406248,308.4617104627515,HAM
21,314.381547784127,309.20124976,HAM
22,272.6429847536232,269.8086032945746,HAM
23,118.33427417645011,121.31068436613765,VER
24,244.48471699010082,245.24796117205517,VER
25,278.27142765714285,,HAM
