Minisector,SAI,ALO,Fastest
0,268.12108772483367,267.7635700276408,SAI
1,290.93812821900286,288.77966305092656,SAI
2,296.0400505643094,295.55777320006393,SAI
3,123.40817279793922,123.39923536369521,SAI
4,194.4870035315044,191.04301037271264,SAI
5,255.93540161056808,252.4888140880247,SAI
6,134.54906455771237,136.9349471807117,ALO
7,199.74842255704206,194.86366426706638,SAI
8,256.89033183800706,251.0501118750558,SAI
9,279.700047307495,279.03380271824267,SAI
10,228.0349965008291,231.88037777577628,ALO
11,173.0666018714012,178.9095300920251,ALO
12,190.5334506420038,184.1598978891005,SAI
13,141.28625748933447,142.3583919683552,ALO
14,178.17250855908404,172.0828116775717,SAI
15,157.02666821058676,158.6108328684895,ALO
16,211.56574035714235,216.95939724380452,ALO
17,229.08195574721097,230.7491617070132,ALO
18,239.02489796104155,237.81220273611893,SAI
19,239.89862562490924,228.49420504216855,SAI
20,138.1938750136223,141.55080137543843,ALO
21,132.96485402452012,133.45088380051075,ALO
22,165.006491424493,165.29020282352462,ALO
23,147.8377205159936,147.6619195017125,SAI
24,221.70597037231218,224.0947905404283,ALO
25,254.6140341872226,,SAI
