Minisector,VER,VET,Fastest
0,313.5577490863079,299.6378069014979,VER
1,255.28633198933335,261.96131424414835,VET
2,198.15013656046753,212.45203632266671,VET
3,263.0976601041115,272.72938304415584,VET
4,234.48220952870497,249.52307826751664,VET
5,120.77449182904161,122.6154943273451,VET
6,183.8136520549625,183.48525177511803,VER
7,257.2721073967628,259.0520216683535,VET
8,284.5474304985713,288.6461974167947,VET
9,297.8155676433048,301.7918799689683,VET
10,300.6985484806829,307.0691668266667,VET
11,232.31333097540556,237.79130629033733,VET
12,146.6417715994759,146.020723348583,VER
13,254.6084337237695,259.3506926953549,VET
14,286.4720490433461,291.1173219014578,VET
15,298.51361496962807,302.4734620025332,VET
16,292.9768913285145,299.4236677804989,VET
17,271.2678657043259,283.221410213483,VET
18,194.89229173976676,199.48868767416315,VET
19,194.457117034701,206.47581582904914,VET
20,185.85108949501736,183.66609750228037,VER
21,249.9241637363717,257.9707018539095,VET
22,131.74502799171148,137.5730168560827,VET
23,195.26488647576087,190.92343281725317,VER
24,275.61108873673635,278.59624562550374,VET
25,,295.15899630888805,VET
