Minisector,BOT,VER,Fastest
0,287.553081707563,287.55898862688167,VER
1,136.2684770995889,136.22619047619048,BOT
2,155.52211814632577,154.25634251009134,BOT
3,223.8990559080015,227.54761904761904,VER
4,167.38339763451478,165.5977281742789,BOT
5,245.47896719555692,242.13492063492063,BOT
6,225.00416789333335,233.58761454469936,VER
7,138.1612749490196,139.60859935302275,VER
8,235.12416602666667,232.62965417543438,BOT
9,277.2435112346717,275.12254901960785,BOT
10,286.45807386666667,286.6289211607843,VER
11,151.9737194961511,154.506451372043,VER
12,220.56541685333332,218.56592281904764,BOT
13,270.65980878127954,269.4953288216002,BOT
14,272.75882202352943,276.09362741960786,VER
15,105.50541804657988,108.13252803329911,VER
16,218.5573684182224,217.75097973464025,BOT
17,271.27968516285944,269.8,BOT
18,293.1841148,292.9861978,BOT
19,304.5282937498413,304.77633931428574,VER
20,310.9295771270296,311.4158163265306,VER
21,295.0631298761905,297.6453138666667,VER
22,157.24515371556672,158.90938535639802,VER
23,232.5189359458854,232.0385416,BOT
24,276.56586178151264,277.8010042114651,VER
25,287.14285714285717,290.3749984,VER
