Minisector,PER,NOR,Fastest
0,292.87877951238096,291.83077241021596,PER
1,303.21833919655245,303.08261266766914,PER
2,306.35379073283207,309.3583958536341,NOR
3,301.1798254035088,300.1413963015139,PER
4,172.6620399388529,165.48738456296297,PER
5,204.71963344780576,210.85850204507412,NOR
6,227.6174047025845,233.9828117333333,NOR
7,263.5388252121212,265.3610275996014,NOR
8,262.7930960429799,253.6972575097255,PER
9,161.11457683620884,162.26933012418877,NOR
10,228.81482235581993,231.83173916647618,NOR
11,129.11472945736432,132.9316845211021,NOR
12,207.30920904156062,222.77118882742855,NOR
13,186.59347223576944,186.71832625052585,NOR
14,216.4248960066364,213.0083318123457,PER
15,237.0309774031746,246.02377841151974,NOR
16,259.43868672126297,262.4613631030303,NOR
17,285.1873016888889,287.7385411733334,NOR
18,122.82835715526305,131.33974909805033,NOR
19,157.36477390898185,158.69539856817823,NOR
20,147.13935784356363,143.4054939115995,PER
21,156.98719512991474,159.55665745462034,NOR
22,115.8563365524394,112.01923294969187,PER
23,229.90340413709185,223.23916545828573,PER
24,272.4539798201592,272.89869531722735,NOR
25,284.5625002666667,294.7291658666667,NOR
