Minisector,RUS,LEC,Fastest
0,317.4884799340606,316.404809053705,RUS
1,323.44306045238096,313.02758877428573,RUS
2,164.02609091444225,167.54070586885607,LEC
3,151.7037485180952,161.16354637712,LEC
4,200.87781706759057,203.9678594181818,LEC
5,150.76395642971428,149.22210769711316,RUS
6,201.11267230911568,203.02739102476193,LEC
7,272.5120345537255,272.84628375896085,LEC
8,291.76935216592597,290.7991326955102,RUS
9,280.29668304190477,282.85706310812327,LEC
10,229.5178835817143,245.7483371435382,LEC
11,232.46079496821082,245.38120321176274,LEC
12,216.11213653024154,221.33792096478288,LEC
13,177.12009993900836,184.7025952,LEC
14,133.37929741629628,134.65804619935275,LEC
15,132.74198361374636,130.07183116433674,RUS
16,192.92023347889307,200.7127223316534,LEC
17,268.15089172952383,266.99302888685713,RUS
18,191.98201449426128,207.8117674838514,LEC
19,112.20025302432676,111.75839836818892,RUS
20,202.71545651864733,204.7819722383069,LEC
21,186.66914149436624,189.03596290904204,LEC
22,245.19914958909808,249.12401785177886,LEC
23,275.4261378677618,279.8825742222222,LEC
24,303.37015721333336,306.3719516009015,LEC
25,313.51428571428573,316.75780288701543,LEC
