Minisector,BOT,SAI,Fastest
0,258.6628349841239,255.4722861904664,BOT
1,209.1437623693201,205.34700721881077,BOT
2,224.2703172068032,222.56362795560202,BOT
3,266.57360612400436,259.7814523395795,BOT
4,273.09466413744644,268.50730178136905,BOT
5,217.22456665503597,217.42238718458324,SAI
6,98.38561206148566,97.35935538439978,BOT
7,188.8903772243922,193.02665238354678,SAI
8,273.42540548124634,275.4316144341667,SAI
9,297.77691103906983,299.56107898303003,SAI
10,304.4610901894737,310.5108644896948,SAI
11,297.65161518730156,304.7515991219029,SAI
12,113.07226781475809,109.38491154809535,BOT
13,216.9861917548275,215.88253492291423,BOT
14,277.51787400075426,276.8397588885564,BOT
15,292.4862857557217,294.59481700058006,SAI
16,222.2237598726395,221.93366534981772,BOT
17,126.37654991609082,126.40971496649946,SAI
18,154.11792814062352,155.33758479776913,SAI
19,256.3113366350419,255.49101802114103,BOT
20,157.22227806144446,153.9604533576902,BOT
21,130.28649084036184,130.55131587632945,SAI
22,208.18951081506617,205.33758641557276,BOT
23,202.95049222583194,200.75300775510982,BOT
24,166.2614396802663,172.1744277224752,SAI
25,229.9500032,233.7250048,SAI
