Minisector,HAM,PER,Fastest
0,257.385712067741,262.4482090806734,PER
1,136.9730975483037,137.79127154127156,PER
2,265.43262854965985,265.7259196943017,PER
3,306.89416231624585,306.4120999832381,HAM
4,306.05071428571426,306.3172004598353,PER
5,315.28193808349675,314.65152259482096,HAM
6,320.37213827838826,317.45418576980745,HAM
7,320.090902175224,317.10282118888887,HAM
8,204.34363068161312,208.65333461133076,PER
9,205.61899004535613,208.01271009950736,PER
10,182.72718569861271,194.86278064088202,PER
11,172.53692745474447,184.54334948669108,PER
12,259.9493295130795,256.5613464876987,HAM
13,279.80761850142983,285.68676223887127,PER
14,287.0161950250441,286.30654711411097,HAM
15,273.25987286209175,283.85641182365595,PER
16,178.2265798181322,188.47514179905315,PER
17,196.71850791113187,199.5291529970184,PER
18,244.29678819914102,244.69663434084438,PER
19,286.49684639094204,288.7153158148834,PER
20,305.39023333333336,304.1355329575294,HAM
21,311.5333770172093,310.7845384566154,HAM
22,308.92554563492064,308.29549602795794,HAM
23,251.66416479259593,261.44457994760506,PER
24,126.51728664351273,126.82654312994093,PER
25,,235.95999744,PER
