Minisector,VER,LEC,Fastest
0,248.96537203504053,256.4038407922548,LEC
1,130.74571506904428,129.92336391669207,VER
2,263.313430202353,259.1475721760661,VER
3,300.2224474105381,301.6924892672736,LEC
4,285.4122232444733,302.7506746311111,LEC
5,299.1978317858646,309.29423416681135,LEC
6,306.62573037831504,313.65307274317576,LEC
7,308.6568517536508,310.957696243855,LEC
8,191.18900468640695,195.08256829828724,LEC
9,193.88874493463888,185.25155396014873,VER
10,188.49817851473844,188.37895729755695,VER
11,179.55705752706788,168.66501672284653,VER
12,256.4982778097959,248.78469898336047,VER
13,274.93680380902737,272.96670059455784,VER
14,278.6458159080071,274.1900097043224,VER
15,269.05965913867993,272.7189505644978,LEC
16,189.39745967001406,178.17768892348306,VER
17,196.09077087754525,187.54633830287236,VER
18,238.55612771581826,230.61356337368716,VER
19,286.300588215805,283.9320468980933,VER
20,307.5706632393143,307.90628740413814,LEC
21,313.6654779541201,315.8397332548854,LEC
22,312.4621725873593,313.35609167440487,LEC
23,247.87704715761117,263.31002590364045,LEC
24,114.65024270579626,106.11248594030907,VER
25,225.343752,220.6666678857143,VER
