Minisector,LEC,NOR,Fastest
0,301.6219182840579,288.95991560638214,LEC
1,163.45735865686808,161.21035031819005,LEC
2,154.1115049405353,151.3591583230839,LEC
3,233.6891026271043,231.1207415251504,LEC
4,288.4674229140514,283.357815347412,LEC
5,288.4613294842474,276.80161079230317,LEC
6,151.65855381449882,144.4548361355154,LEC
7,147.40972906381546,145.84691774630392,LEC
8,150.01165840242004,141.44129849227576,LEC
9,197.34519971616945,196.4923891099975,LEC
10,134.7019522511164,128.91211220786548,LEC
11,126.1777839834269,120.5524190151317,LEC
12,171.01844490954954,177.59228139298597,NOR
13,271.18703642962964,268.5917721142089,LEC
14,293.8062498909091,282.3845237995859,LEC
15,158.4937089596372,151.30909793683048,LEC
16,209.8341207907986,206.66893369000775,LEC
17,178.31282175911167,182.2853888238494,NOR
18,278.33489533333335,274.5843682583851,LEC
19,300.61796450157186,293.17708315151515,LEC
20,317.05932521360546,304.87984423509175,LEC
21,321.62894731228073,311.1364582933333,LEC
22,318.87296961537356,312.89246034285713,LEC
23,327.2962017088435,315.12875002666664,LEC
24,331.0256944592593,312.9630952126984,LEC
25,329.1541664,,LEC
