Minisector,SAI,OCO,Fastest
0,263.1427872,260.1883350635648,SAI
1,248.65540424691358,237.9714286447972,SAI
2,169.20486998696742,159.31001238498462,SAI
3,247.3744434093827,245.22547953813702,SAI
4,273.34916612266665,268.56983327085715,SAI
5,198.17621330935253,186.18690517333334,SAI
6,125.13215974544289,121.09792780883846,SAI
7,160.36680277727058,153.39265866666668,SAI
8,256.34986779674364,253.83749952,SAI
9,188.36760640915332,174.61239056842103,SAI
10,184.54351980427617,177.00035327011582,SAI
11,253.35935938520754,252.02774550191222,SAI
12,244.23311288888888,232.90429807228998,SAI
13,261.7940840859339,256.59466662399996,SAI
14,283.74032974448494,283.81654191431085,OCO
15,291.1389516057971,275.8024306666667,SAI
16,152.79782797612705,144.13967288065427,SAI
17,237.55368381736602,237.90070576002927,OCO
18,282.4401408294667,282.6938661962733,OCO
19,296.20887656811595,295.67386366060606,SAI
20,300.25544097342674,299.0713628381022,SAI
21,305.3131221887446,299.0022727272727,SAI
22,158.98104945192352,147.65790071978492,SAI
23,94.17780024697427,93.36814371631719,SAI
24,178.47366297942423,179.83779233261123,OCO
25,242.3,,SAI
