Minisector,NOR,PIA,Fastest
0,280.5898864724647,281.41193589589466,PIA
1,299.5082559284472,297.1509896133333,NOR
2,301.2745289524436,292.7499294309957,NOR
3,179.67135219064807,176.90728374419444,NOR
4,218.3119955638871,219.63944437239388,PIA
5,204.44640970445832,204.5053058970116,PIA
6,179.7910635842735,180.51226703915344,PIA
7,202.40818193864266,208.32452136382653,PIA
8,255.40327784910053,258.89326158611584,PIA
9,264.6596008100251,268.29596217683945,PIA
10,164.16567306181446,167.00949794504132,PIA
11,236.80979446693877,235.58164815703225,NOR
12,115.24354223003529,117.16679749464271,PIA
13,223.2792254873623,219.2457290139267,NOR
14,277.3593518412121,275.1542903240789,NOR
15,292.5151055704924,289.3352949127238,NOR
16,210.40125124644496,216.9336042682316,PIA
17,185.92517816708659,185.70835274370248,NOR
18,268.03966828753624,265.9986676183857,NOR
19,292.13974352352193,292.0741445501173,NOR
20,303.6783896786092,303.51819358061226,NOR
21,305.14607906086957,303.95606800378715,NOR
22,270.00318520857144,262.18487992534483,NOR
23,113.43018195119495,116.44933284004745,PIA
24,231.35695331141682,235.54151257905687,PIA
25,265.8071442285714,267.2500032,PIA
