Minisector,BOT,LEC,Fastest
0,311.63645826666664,311.8859382341931,LEC
1,243.27978485722423,240.28609259371024,BOT
2,141.18348946158642,133.50974953908616,BOT
3,223.41246413756204,224.00363283843384,LEC
4,266.1943817139126,266.9693071342389,LEC
5,292.64808538328487,291.65904592806777,BOT
6,307.71153846153845,306.2221090337144,BOT
7,293.18711544588894,290.00179976162383,BOT
8,184.67394689658002,173.39669719187702,BOT
9,245.0239048452805,240.6365614927671,BOT
10,277.1234138459953,275.60811778709297,BOT
11,271.13292836221626,262.21928753096915,BOT
12,216.4860442500322,202.43673452449033,BOT
13,135.76913579465466,131.16543055328114,BOT
14,128.01861055574614,125.70701918740527,BOT
15,173.20302021789627,169.88663408469438,BOT
16,131.05538546998554,123.87123714622741,BOT
17,235.25436605019993,232.0606646764032,BOT
18,199.75772728164145,198.59051378302738,BOT
19,172.568198467252,162.43767084479916,BOT
20,253.64307906153385,249.67837005385906,BOT
21,280.48073219165747,279.40422080131475,BOT
22,296.0602414223425,295.513848414632,BOT
23,306.3765362730195,305.31022243639393,BOT
24,310.25694435555556,309.44296853515476,BOT
25,,310.67083413333336,LEC
