Minisector,HAM,SAI,Fastest
0,252.09361830275554,253.42755269604297,SAI
1,281.57458325333334,281.7495257109719,SAI
2,171.96249462275216,158.93720371668144,HAM
3,169.97526149380494,169.9379250564814,HAM
4,261.19617634707777,262.1064576158387,SAI
5,264.3632597017811,267.0447833748613,SAI
6,219.8441744005983,202.67508041705022,HAM
7,206.43102483885212,190.41998216830802,HAM
8,158.15607825162905,153.15033035218158,HAM
9,220.04887876923078,228.894091381685,SAI
10,273.8818181818182,278.9718816362812,SAI
11,127.53026165830957,120.87186410097279,HAM
12,218.9455284167383,221.83351413333332,SAI
13,272.73636363636365,273.58027412930585,SAI
14,290.13520837333334,289.8814581866667,HAM
15,294.975,295.5391665066667,SAI
16,219.78192239858907,207.63944842666666,HAM
17,135.21884454545454,132.91471952438008,HAM
18,140.15027046786443,134.02996403551546,HAM
19,124.97925481499495,121.96462005714285,HAM
20,222.26210542292662,223.89294830769228,SAI
21,245.36904730209525,249.29285885822424,SAI
22,235.36763457634888,219.6712974222222,HAM
23,211.74209820689654,205.6656619559672,HAM
24,147.4552390404584,144.27700967466956,HAM
