Minisector,LEC,SAI,Fastest
0,274.74245917460314,274.76273706666666,SAI
1,300.52107783529414,299.39570469580315,LEC
2,313.56923017772976,312.15964603876796,LEC
3,320.7252602666667,319.0323526901961,LEC
4,324.8073529098039,323.87303912156864,LEC
5,326.34557293333336,324.79610547585946,LEC
6,225.53208668171828,207.17500475897438,LEC
7,107.23951883439015,108.63586492981254,SAI
8,176.72075165968255,186.3998133282555,SAI
9,260.6449847703096,263.6304629779602,SAI
10,291.8781941847464,292.85727451428573,SAI
11,190.39211725714287,168.08831514644936,LEC
12,95.52669039588751,99.50822571815779,SAI
13,111.61375296778115,117.32670315151516,SAI
14,224.28780443818096,221.92233373866668,LEC
15,186.37116402199567,187.72710366258502,SAI
16,230.39621178874458,232.6496261770808,SAI
17,182.88867964460832,179.403981819376,LEC
18,237.77380790995673,240.2032593093168,SAI
19,279.6642573954985,281.22243027568925,SAI
20,263.1916704,245.84082078185943,LEC
21,147.38200914057683,144.70899509621668,LEC
22,97.28495207894251,98.27381224142934,SAI
23,124.4275052580288,130.69989753146587,SAI
24,224.14489533913752,233.42884023549786,SAI
25,258.1166634666667,,LEC
