Minisector,LEC,VER,Fastest
0,262.32087237756616,260.98186973874124,LEC
1,138.9479312019986,139.1218542754947,VER
2,209.02303761568626,200.1722323968254,LEC
3,246.11569408,246.27175517567122,VER
4,262.02767862857144,261.7961238984127,LEC
5,185.6594126167726,184.49864590125577,LEC
6,150.84547776284444,147.05587789055028,LEC
7,188.83888750768165,188.07914144985995,LEC
8,107.22384905052607,98.610521303256,LEC
9,72.87399600925689,73.69873243166809,VER
10,97.87944471855202,98.26277525671883,VER
11,188.4367531041666,186.97614203508772,LEC
12,245.15230601910142,246.46800032000002,VER
13,267.8330948495238,268.31158443369964,VER
14,278.2319598065934,278.454921546672,VER
15,107.37423197174449,113.80693023288889,VER
16,158.95016494574904,161.25348197180685,VER
17,191.87739541809336,192.15771511074547,VER
18,205.63221768973546,203.54165287021473,LEC
19,220.93432529837534,219.13394465882354,LEC
20,141.87544680317018,139.20655250895553,LEC
21,108.99187526636364,106.48209766663878,LEC
22,101.88320769278819,102.3983527268954,VER
23,190.85127374486217,202.4756573952822,VER
24,251.32992007111113,251.7393968680635,VER
