Minisector,LEC,SAI,Fastest
0,290.3844357527841,284.2613781412448,LEC
1,144.64473335025906,144.63276896772203,LEC
2,227.21093906532468,223.39817688743054,LEC
3,285.8270212795601,282.37726049102304,LEC
4,323.9042345084807,313.2459211064935,LEC
5,309.9279657212121,292.42913370503237,LEC
6,150.06175224990093,156.03263227351783,SAI
7,245.89711528463306,243.46300002942527,LEC
8,108.934485176865,111.39301185901671,SAI
9,174.08665910164376,173.7552070181061,LEC
10,278.97860224444446,278.10864236345594,LEC
11,301.48736281998936,299.29063113650795,LEC
12,204.44467097791082,217.49673098343433,SAI
13,172.59350037191734,173.3143952262493,SAI
14,281.3932369748623,282.8009590177655,SAI
15,312.6948468256992,313.6085527477551,SAI
16,327.76952377720056,328.156175622774,SAI
17,337.18636162590474,335.57434680945323,LEC
18,349.34803939047623,339.8839285485714,LEC
19,351.0091911529412,335.89813780462583,LEC
20,196.36895327780024,179.27984108294075,LEC
21,181.97314808127905,185.69607676275132,SAI
22,280.6893180360741,282.5595170218128,SAI
23,313.6434757879042,312.2612174700345,LEC
24,324.3926438372063,321.42381607625316,LEC
