Minisector,SAI,OCO,Fastest
0,283.6610410230303,278.34002788142146,SAI
1,295.6253430016072,289.17610892751884,SAI
2,302.7052844566225,294.69793201777776,SAI
3,296.4710566086274,293.35934274091505,SAI
4,158.02471191523955,159.9448364334226,OCO
5,201.32018463661916,200.5717172591078,SAI
6,223.46757703721164,220.015049624315,SAI
7,260.8373244618182,259.55976449046057,SAI
8,245.29087202502367,240.96001689606055,SAI
9,145.24562160211076,150.03950391633228,OCO
10,217.54214377967534,219.89136342749015,OCO
11,124.8688880066886,128.25218836450227,OCO
12,234.6074109037037,225.58929501333333,SAI
13,166.99841686180207,166.30582364641162,SAI
14,209.38718135181955,209.51864071146207,OCO
15,221.900508672,224.28707661541307,OCO
16,253.84299220899607,248.80001738558795,SAI
17,284.13456852531255,277.7665700610128,SAI
18,144.3907067091724,143.9337525241582,SAI
19,161.38023703843115,158.13027567239482,SAI
20,129.96081299054904,137.8356791544232,OCO
21,145.80415794161289,150.00186417219766,OCO
22,107.56673963202822,106.66608779375277,SAI
23,214.7942949035046,211.77648271070913,SAI
24,262.8776686029712,259.0228124203159,SAI
25,277.2624992,270.9677419354839,SAI
