Minisector,VER,OCO,Fastest
0,304.4366204325926,306.36182301793247,OCO
1,230.39292127189248,212.5000987340413,VER
2,130.12102893409525,125.42586736624634,VER
3,208.8888770874123,223.5674079283502,OCO
4,262.05118551859647,262.3326993777778,OCO
5,286.5388513276552,289.1698232011544,OCO
6,299.66558875763735,303.62914920070205,OCO
7,280.5951806577778,270.6959716223204,VER
8,171.76714071630522,169.42790692616717,VER
9,238.82368589784394,236.18595446946034,VER
10,271.09287949602697,272.60087353173384,OCO
11,268.4260522964974,259.8339345815722,VER
12,221.03211649477635,202.16082442881378,VER
13,124.88433515597771,123.15424268570843,VER
14,126.57480787436354,121.97359717340927,VER
15,166.9280557203246,161.72157087540361,VER
16,124.14104517493735,123.1712357347374,VER
17,229.03514652767674,225.21132929949664,VER
18,183.42696148986695,165.4855901794047,VER
19,162.68438064744586,158.69487505381014,VER
20,245.87357417760504,246.2792818785185,OCO
21,273.302208380382,278.72082072699277,OCO
22,289.0044190574956,299.2732587757143,OCO
23,296.77246746771243,320.57857119307357,OCO
24,300.9350084454902,326.01749359794377,OCO
