Minisector,LEC,NOR,Fastest
0,245.3381896827586,246.60757868693727,NOR
1,279.51180555555555,283.25533333333334,NOR
2,187.45750643656555,184.6851751810506,LEC
3,154.18816290909092,152.36689299428784,LEC
4,255.79296988607717,259.36615283807345,NOR
5,273.6139047619048,265.452314745679,LEC
6,218.24098160639346,215.84905568357183,LEC
7,197.2113774976871,194.81764446089727,LEC
8,151.6503306538639,148.45383581397496,LEC
9,211.9120096887617,211.4293561289517,LEC
10,272.59583333333336,268.0346666666667,LEC
11,128.18545702717367,125.43966393323431,LEC
12,206.33769136649863,207.26560762824226,NOR
13,269.1148351648352,270.6981666986667,NOR
14,289.6654951766528,291.6592423824076,NOR
15,297.88999680738425,299.78939393939396,NOR
16,252.2393515851852,251.4230863311134,LEC
17,133.57521097428085,133.0148952217288,LEC
18,128.5394589828105,127.71532801031762,LEC
19,120.32852110320545,116.89112617117375,LEC
20,222.1710523579312,226.071013898217,NOR
21,250.93086419753087,254.5531085149912,NOR
22,244.88021019858266,238.0659334159763,LEC
23,225.07871002412696,215.13773161139093,LEC
24,142.31148519343185,135.49850668496327,LEC
