Minisector,VER,PER,Fastest
0,249.5973967111111,249.08804757505538,VER
1,283.2802991740874,286.4496881777778,PER
2,176.7783522239744,173.63032283697478,VER
3,161.53010305741498,161.2510479869633,VER
4,256.13247812871134,257.3222449487528,PER
5,271.01239109838235,272.585161005759,PER
6,235.38549577733986,227.21671256263738,VER
7,206.79143919667948,201.11723206641653,VER
8,162.2821970519744,155.29266018748575,VER
9,225.8750006153846,219.74437828500675,VER
10,271.01016238504627,273.19022115555555,PER
11,133.378233700187,129.86522148895642,VER
12,212.03817564895945,219.06913297384594,PER
13,276.14940479999996,277.8727323356009,PER
14,297.02678580571427,298.59729193904764,PER
15,304.8703947789474,308.4067575122601,PER
16,249.0122705762916,221.07460926493764,VER
17,130.40172527909615,129.843474586299,VER
18,129.7179543274001,131.97017606260962,PER
19,119.89605557253405,118.75592001273067,VER
20,226.9347746051282,223.52948775384615,VER
21,258.36967545872324,252.53237188929305,VER
22,241.2981466852052,218.56913434074073,VER
23,218.60818058271605,203.44898066816248,VER
24,139.6132145314647,134.82492328766344,VER
