Minisector,HAM,NOR,Fastest
0,293.51901485104764,281.98204544000004,HAM
1,219.47775928562356,210.52967445681404,HAM
2,230.49535368806679,223.03976253226665,HAM
3,274.214720291542,270.00107173206345,HAM
4,248.43452720958155,243.95247936147564,HAM
5,127.70006109745242,128.7339831925923,NOR
6,210.6823151666058,210.1553301486123,HAM
7,256.4225438645063,253.9665535177651,HAM
8,245.28415768911148,243.77444854074074,HAM
9,233.91914271024763,226.69655254269748,HAM
10,273.4077709206349,270.6326280688133,HAM
11,292.7288322818471,288.85749712610846,HAM
12,301.9382331555555,298.72587740016706,HAM
13,306.6216618969697,303.30371437104765,HAM
14,301.15473025254903,296.1655012939327,HAM
15,254.65214162692064,248.34279875746032,HAM
16,243.05536007486543,240.0147320214355,HAM
17,277.1314758664662,276.1940243051429,HAM
18,285.3997894252819,283.7982998164984,HAM
19,160.7392265360581,162.45327713875457,NOR
20,209.5854820867577,210.78466811397806,NOR
21,189.0313772127961,192.801594201659,NOR
22,136.27991038281144,138.8443492226272,NOR
23,229.1800849610921,233.34768785563472,NOR
24,276.9679835363265,275.37240827756665,HAM
25,,285.57857188571427,NOR
