Minisector,HAM,SAI,Fastest
0,297.72321401904765,294.92765146320346,HAM
1,251.70780921010507,245.50881435897435,HAM
2,199.12569345777777,203.38238383506476,SAI
3,265.06529328194597,267.08665029619516,SAI
4,220.76233883900227,231.35480603880072,SAI
5,122.58227500161655,117.81682256557527,HAM
6,183.5998063327731,175.99411639145777,HAM
7,257.29501633721935,258.0294000554666,SAI
8,289.1011435818198,286.1990080435374,HAM
9,303.24749994666666,298.7761905015873,HAM
10,308.1679820165951,304.6994920141096,HAM
11,235.51053011592083,209.8839869968254,HAM
12,148.14516385489677,151.59691735148024,SAI
13,257.07606660443054,259.66458189481034,SAI
14,290.29705075670995,287.6188421986394,HAM
15,299.4452380444444,294.9824004989039,HAM
16,293.0418019116883,292.8388274595104,HAM
17,257.52130736209523,252.23097445591827,HAM
18,188.58684762641255,181.4436374739047,HAM
19,189.05773612970918,175.76953081114402,HAM
20,182.9460814566042,191.97863662802635,SAI
21,251.10554744685712,242.13053488775788,HAM
22,131.56444247249615,123.93691637798857,HAM
23,200.70455595723124,208.36027104900683,SAI
24,276.54317944126984,274.9810653448627,HAM
