Minisector,VER,NOR,Fastest
0,258.698877374359,259.2282404345679,NOR
1,242.1417234103387,234.89867658175325,VER
2,145.83753516501605,148.47121011318671,NOR
3,238.7638242778414,244.41107420341567,NOR
4,268.66135679390476,268.79816661333336,NOR
5,190.35501601912333,187.34119522126196,VER
6,104.84584676678163,103.17119616214161,VER
7,124.53783801781557,135.4787504885077,NOR
8,246.03256874555166,248.79465094379756,NOR
9,173.58690546051344,174.89373457118106,NOR
10,185.6403224240404,186.5468962783779,NOR
11,256.9966661546667,256.3778887822222,VER
12,248.8952599259153,250.8927842117854,NOR
13,264.1784250183542,266.3139999146667,NOR
14,280.91576064927534,284.42688949137886,NOR
15,273.6287106003552,288.6068848231884,NOR
16,143.52448917927103,150.75765660165388,NOR
17,234.95821309714285,233.53806201224234,VER
18,276.90019386623106,275.48391112306956,VER
19,286.19207905605356,286.76552890489506,NOR
20,288.18265684502165,288.73491198674947,NOR
21,288.19535103472987,291.1913043478261,NOR
22,146.948839376109,163.0026962237955,NOR
23,83.28202712234938,84.2189528842234,NOR
24,161.41726684273638,163.36598178285715,NOR
25,,239.7875008,NOR
