Minisector,SAI,RIC,Fastest
0,269.59007737111114,273.6000373688889,RIC
1,299.0105802171044,298.2659493252873,SAI
2,312.9809931831513,310.7257222682786,SAI
3,320.64539052,318.50445320666665,SAI
4,325.17952985738526,323.3123017015873,SAI
5,328.69567219563896,326.4286111288889,SAI
6,202.90973874271782,211.3813354986196,RIC
7,102.78765021187627,102.12434188833376,SAI
8,178.61012385060124,180.2755441217213,RIC
9,260.83101451465154,261.6934876808714,RIC
10,291.55870543349204,291.06604431939394,SAI
11,155.79492488557023,165.25042068607382,RIC
12,91.33055443743604,93.13918026769895,RIC
13,111.37839271136714,113.17640018904683,RIC
14,219.81878024888888,219.12070329693685,SAI
15,177.138199643327,185.4917209446728,RIC
16,216.07253080924306,219.34748317312685,RIC
17,169.76838459257863,171.15498006612944,RIC
18,237.1860282651462,228.07863953279852,SAI
19,281.9594015146858,275.0040806,SAI
20,252.96776054520055,259.33732511085714,RIC
21,145.59981635952593,144.56032132371658,SAI
22,95.5659930368383,91.0645258320281,SAI
23,120.6048890337733,121.61033049124885,RIC
24,224.39856053206128,217.04011213511112,SAI
25,256.6249984,254.51134394074074,SAI
