Minisector,SAI,GAS,Fastest
0,290.6941358649639,291.16911889657916,GAS
1,301.85746073656867,302.48463241322634,GAS
2,307.16278256435953,309.18467787114844,GAS
3,303.6289411030913,299.4408383461587,SAI
4,166.47145259367295,163.6903141516199,SAI
5,202.22805782568508,203.36967372465793,GAS
6,229.92610987123808,233.78311194653298,GAS
7,261.6085296409269,263.18429630319696,GAS
8,252.08842870857143,256.361,GAS
9,159.10365081094983,158.91236408263754,SAI
10,222.4741809044888,218.96278950724638,SAI
11,125.34803875649072,133.2925862074881,GAS
12,225.90557089415358,228.30861283643893,GAS
13,178.2954629377064,179.18690916680154,GAS
14,210.83847006432023,203.08082251082251,SAI
15,235.81121355301585,230.38862005171313,SAI
16,257.8872881559906,258.20329166666664,GAS
17,285.0229916377554,279.8721308584795,SAI
18,149.38884318652498,153.45787916005,GAS
19,163.76787539033833,160.33358950794027,SAI
20,137.33847565133487,139.06473103800093,GAS
21,224.3689154806653,232.51229642512953,GAS
22,258.0015396162097,262.902209749046,GAS
23,246.2586290591085,247.07981517008545,GAS
24,274.7749321507858,272.7607291466667,SAI
