Minisector,LEC,SAI,Fastest
0,250.52169986888887,248.20018270356204,LEC
1,286.2675604076872,287.5586018267244,SAI
2,182.7975978692789,166.4676790421469,LEC
3,162.28640765928608,159.45425995878787,LEC
4,257.4765884639318,255.46152237184265,LEC
5,272.44682827580954,275.1168933555748,SAI
6,234.1672028383067,234.17870463746033,SAI
7,217.59335405714288,208.69356090279544,LEC
8,162.3837270749655,162.79408145855288,SAI
9,217.24061318179895,215.34024954223997,LEC
10,273.93532564343593,272.31839693544975,LEC
11,125.26487178738941,125.55907324824972,SAI
12,207.91877574357963,216.36971739539146,SAI
13,273.90224910506663,275.9495076774603,SAI
14,299.1780549688889,300.63680649229167,SAI
15,310.06020474828284,313.60464086984126,SAI
16,256.90894552673967,239.67807617660904,LEC
17,130.67663945459765,129.47529496453228,LEC
18,132.50290015740782,132.49242399149625,LEC
19,124.79085068484869,120.82304190717315,LEC
20,220.0177989272193,228.73164947303624,SAI
21,253.4903732104258,256.35927279504494,SAI
22,243.83448660483515,242.9810537175358,LEC
23,217.03220010111923,217.33965053115645,SAI
24,138.74016603177228,141.05949969683243,SAI
