Minisector,HAM,BOT,Fastest
0,252.2764499640252,256.481769,BOT
1,290.3269870303974,296.40175939229124,BOT
2,185.38478874287924,171.2435415292517,HAM
3,159.52914864352164,163.7084350626114,BOT
4,260.5974490557823,258.6760820107418,HAM
5,271.65946967272725,273.78484970596315,BOT
6,236.12799991466665,235.19466720000003,HAM
7,210.43072007567415,207.5466828271054,HAM
8,159.98677411877117,158.5887989273403,HAM
9,218.94504992168666,217.03105591794872,HAM
10,272.44423558897245,273.49385971618165,BOT
11,135.59558821753257,128.73846092502703,HAM
12,217.5510865280108,220.1380301899599,BOT
13,278.2625,278.55001499829916,BOT
14,301.819366966083,301.21747205445655,HAM
15,311.5833333333333,310.86921070760326,HAM
16,243.87008281573497,224.3313283160494,HAM
17,130.55225643742477,128.7304708668693,HAM
18,133.8816519284819,133.0571788526295,HAM
19,120.61461632341171,118.4706892670067,HAM
20,228.45427618688726,232.946722176,BOT
21,257.0848957333333,256.94624418824657,HAM
22,240.60149724070308,229.44182119506172,HAM
23,218.63837624616974,207.00502449644304,HAM
24,142.3959745739647,137.9044324929779,HAM
