Minisector,VER,NOR,Fastest
0,306.13239082857143,302.6634021155556,VER
1,162.6716506444325,152.38649255133728,VER
2,218.14796545939393,213.32340877513286,VER
3,288.010226398797,287.7075977098039,VER
4,315.4851876957143,313.7367139848325,VER
5,317.0623536136082,311.44402441278635,VER
6,181.73286145433232,165.24231643064954,VER
7,117.86774049322491,127.418542618801,NOR
8,243.57298893476082,260.32253933506627,NOR
9,296.9601889238627,298.10231772929205,NOR
10,301.13392040522314,297.9531673484163,VER
11,138.3265231199098,133.879313117728,VER
12,180.0357679679597,184.8394622379487,NOR
13,244.38953756580017,248.01280339771702,NOR
14,193.26295809311048,181.1150954773338,VER
15,194.8853833599856,194.71273896629052,VER
16,197.55880356204943,194.29979122485514,VER
17,234.82327776867623,238.34424965627716,NOR
18,280.6085041861816,281.49700159267263,NOR
19,294.0646093242857,293.93914438502674,VER
20,244.31537323319728,234.96561873984297,VER
21,205.9960882685972,196.73001122743858,VER
22,187.7940000365393,192.40828460526848,NOR
23,270.285089441522,275.0726496110844,NOR
24,304.1308874404762,300.90533210151517,VER
