Minisector,HAM,PER,Fastest
0,290.788278071973,293.1804784509987,PER
1,164.66110827313636,159.39277975001878,HAM
2,152.82435318993228,151.79101892176723,HAM
3,227.14444448395062,226.0874715051688,HAM
4,281.69633761969254,285.28398323116886,PER
5,282.01693771018273,284.12968573333336,PER
6,148.6583257919231,143.77326712550266,HAM
7,146.47655365614236,143.91307599367664,HAM
8,147.46291886922768,143.60953237232428,HAM
9,188.57766883001443,183.77062424001062,HAM
10,133.3517518115818,133.15770975711874,HAM
11,124.43158150743598,122.08005054621806,HAM
12,170.01155015907335,168.9761264169312,HAM
13,266.42914767726563,267.6228339626667,PER
14,284.8761362909091,287.62559546320347,PER
15,158.45252575054525,150.55887417642478,HAM
16,216.94977936931215,212.82872672554666,HAM
17,177.84872452032374,173.31901762005012,HAM
18,273.52500000000003,273.1757943387915,HAM
19,295.115476092517,296.17480179954646,PER
20,308.24895833333335,309.6692029737881,PER
21,314.50145818666664,317.09708336,PER
22,317.2527976304762,320.2139584,PER
23,326.20958336,323.131547631746,HAM
24,328.52425061647784,319.9703569904762,HAM
25,324.46250026666667,,HAM
