Minisector,LEC,PIA,Fastest
0,252.44625272681142,254.9619102590476,PIA
1,217.80942104035555,213.2678101787586,LEC
2,202.92168898150118,206.73515872122604,PIA
3,255.6450012248804,258.53094671634796,PIA
4,270.7699998526984,274.8113347731997,PIA
5,289.3682222648889,288.1088293728395,LEC
6,157.8433706685152,160.08668733699048,PIA
7,162.61051040263374,181.5114806498819,PIA
8,265.7285965213362,268.93949403442423,PIA
9,295.4379774625801,297.8490675968951,PIA
10,308.24275360551917,309.12340460948303,PIA
11,312.1596180724059,305.9917402369161,LEC
12,117.16638536752615,109.67756818285612,LEC
13,193.35943125287463,190.66389288555808,LEC
14,269.44036449634643,269.0974506683353,LEC
15,293.9963415597861,295.29661110222224,PIA
16,301.85350993868974,297.13218973605444,LEC
17,187.47937253056958,191.388996845,PIA
18,215.7272125394061,220.85209259918366,PIA
19,268.7625507426263,271.2051928272109,PIA
20,145.60133414106207,157.27743734765974,PIA
21,144.74316561767188,144.17074841142858,LEC
22,218.54276129575757,220.2777137095656,PIA
23,233.49435618462292,235.42225083392432,PIA
24,161.6912732928869,155.39409652641464,LEC
25,224.61111466666668,226.0,PIA
