Minisector,HAM,ALO,Fastest
0,275.66680231837364,279.40654191127584,ALO
1,294.5587287933422,308.8973657136616,ALO
2,293.11953181241626,296.29101678731007,ALO
3,177.00824405167126,172.3220435845176,HAM
4,117.85342668890338,109.7143256999702,HAM
5,234.91313946627014,235.55564128502954,ALO
6,284.1148951812171,278.5520504629848,HAM
7,299.5001983500997,285.2451155903841,HAM
8,173.02286739795736,166.75955846019207,HAM
9,141.3521281141012,134.211966358772,HAM
10,253.753581263256,250.8031787171632,HAM
11,289.7124617146753,284.45216812375577,HAM
12,300.98430430740717,293.41540516844873,HAM
13,278.17231317158354,276.17922155558534,HAM
14,301.1871547059701,295.5347343726107,HAM
15,302.44219352624077,299.6515820820646,HAM
16,245.56701849358507,245.90066329358072,ALO
17,218.94304936637275,212.11709229006274,HAM
18,281.148342527786,274.53228536449734,HAM
19,308.3456376735651,300.2004382898789,HAM
20,317.67539500926665,305.47559983675575,HAM
21,225.7251809585883,226.7193762335025,ALO
22,260.09609831760685,248.12234915770404,HAM
23,134.38310206022405,127.89499255416035,HAM
24,204.40470848887497,202.37509664311628,HAM
25,245.97095302133192,,HAM
