Minisector,VER,GAS,Fastest
0,265.36271983157894,263.6440829131653,VER
1,295.7606880005601,293.2515620666667,VER
2,310.6141743523809,315.36209208970894,GAS
3,318.0946428952381,330.58422636190477,GAS
4,322.571131047619,339.2982141069597,GAS
5,325.5,344.20554036043956,GAS
6,285.9559108142675,277.4975027795856,VER
7,112.12121466968524,113.21671852666665,GAS
8,150.0901244569207,156.35287271724135,GAS
9,252.4321771851852,257.2599523386243,GAS
10,289.9333611351855,298.78697581354453,GAS
11,248.66984647971398,227.82751298791732,VER
12,93.5084852760096,94.56002117162294,GAS
13,110.86284732115621,110.8245758289521,VER
14,214.2100386909091,216.99621158787878,GAS
15,188.27336904347825,183.9375270741706,VER
16,222.5822708150392,222.85104138666665,GAS
17,184.59660231111113,186.79183651442844,GAS
18,225.65064881397265,229.415276647619,GAS
19,274.08563998095235,275.3292404571429,GAS
20,285.1350162825268,283.37519985022567,VER
21,152.21985591911687,151.77046917112136,VER
22,101.71385564965271,103.10553650748845,GAS
23,120.79528499649122,123.92516382256423,GAS
24,203.94809048888888,208.82718210612242,GAS
