Minisector,LEC,RUS,Fastest
0,273.16798514622826,270.5695008571428,LEC
1,290.8997371338528,288.3324372746215,LEC
2,283.01926817463357,275.37224184126984,LEC
3,153.5195098862298,146.5537477272369,LEC
4,197.30051472680745,186.39628378304118,LEC
5,170.14271331732192,169.75704461218163,LEC
6,167.10413883689594,158.0382105022643,LEC
7,193.30053157822258,183.61006776560632,LEC
8,239.2409152262095,235.35398512727184,LEC
9,234.1306575663711,232.95276496507935,LEC
10,145.78795012142956,140.48476378650605,LEC
11,219.7937474940388,216.8925164768142,LEC
12,108.43246563464334,102.96460724221026,LEC
13,212.14628475481265,211.21393725996097,LEC
14,263.50268092812263,263.41202182834445,LEC
15,276.3801337653212,271.7931952761905,LEC
16,175.4479837279552,165.30457759533508,LEC
17,157.10328725453633,160.5825772562963,RUS
18,254.156067941439,252.56895134566537,LEC
19,282.0097446671261,276.26533534376813,LEC
20,292.15238432507937,286.43482925051757,LEC
21,285.766743657997,281.5998064447021,LEC
22,242.96119179564627,234.84142405611965,LEC
23,102.65241241261258,101.55701634146746,LEC
24,222.80594900230648,227.5748034464368,RUS
25,258.5857133714286,,LEC
