Minisector,BOT,LEC,Fastest
0,239.52661577339651,233.03800858478797,BOT
1,287.83600025600003,279.63896845206347,BOT
2,301.7123803990128,294.74292553713383,BOT
3,308.3988095873016,301.1020348837876,BOT
4,268.43966218271606,264.6879172388283,BOT
5,171.27843346544108,167.4081562528377,BOT
6,265.50703519604207,258.4117169582667,BOT
7,285.3316667733333,277.1345679802469,BOT
8,212.89570859807733,206.01832983731958,BOT
9,226.1726106375888,221.75839862763257,BOT
10,180.21771363503896,175.5223841849716,BOT
11,232.17059532456435,224.7356323142476,BOT
12,209.41034990726155,198.75359721104792,BOT
13,211.3936820449227,206.84861872941588,BOT
14,228.26101786845624,218.46422655127142,BOT
15,177.53768008661484,177.28732771812554,BOT
16,250.2551804866429,243.66941170193704,BOT
17,290.8311236113463,282.5420001462857,BOT
18,304.97595332628686,297.64802382240373,BOT
19,288.781343704486,294.98416661333334,LEC
20,128.78960785317173,128.77986317819267,BOT
21,155.2490141539271,156.33055344459925,LEC
22,158.83325162638766,148.51735689907542,BOT
23,202.1050936152628,200.90336697904763,BOT
24,149.30240330989272,147.23660176434586,BOT
25,192.50000213333334,184.10833706666668,BOT
