Minisector,VER,OCO,Fastest
0,292.28835946711985,297.61865716826765,OCO
1,219.3012492864044,218.25578798323806,VER
2,145.9853680328202,140.43081538126344,VER
3,222.96511197480046,217.65616678400002,VER
4,157.66980936290824,158.08402565390742,OCO
5,177.11941665563842,176.53110802870026,VER
6,248.0849829418819,249.59297052154193,OCO
7,272.4286350408847,272.3152813237182,VER
8,280.25066137566137,282.30812054923587,OCO
9,260.3906762700188,258.5725,VER
10,245.65877906369727,239.02682300440586,VER
11,247.45036229565218,238.28558161329775,VER
12,213.24865608554242,202.51277529046257,VER
13,141.21971191437785,135.78688316545023,VER
14,155.45404691180045,141.6650877860641,VER
15,183.92044320628048,178.83818350707423,VER
16,255.58730209523807,252.77678502857142,VER
17,242.95268648928527,240.78858689855073,VER
18,117.51519616547901,114.36572982428714,VER
19,193.80450820906393,199.53522185179094,OCO
20,198.33697534433904,189.9173926322621,VER
21,233.37246376811595,225.68892339544516,VER
22,263.0669125750036,261.118460444384,VER
23,278.84916695963,278.44265173623063,VER
24,288.0244708994709,290.1828703407407,OCO
25,291.0,,VER
