Minisector,HAM,ALB,Fastest
0,295.4402456915716,297.6810478109091,ALB
1,306.2372739349611,309.79537250424244,ALB
2,282.60126664840357,287.9587690813513,ALB
3,105.97158646210549,106.944246022651,ALB
4,216.86536651097643,223.3027955898535,ALB
5,270.93146402194986,273.0124788772185,ALB
6,213.33237522051283,198.34369240883265,HAM
7,157.50412916915138,159.6101655221164,ALB
8,201.79136712404647,192.5294343517123,HAM
9,214.27950964578594,204.11171567492065,HAM
10,109.96982178162355,110.87226301835011,ALB
11,225.8964955018333,223.36180978889806,HAM
12,113.73958188062625,110.05899265496103,HAM
13,217.9700044310204,232.13156408297027,ALB
14,272.152870787626,277.92021393859255,ALB
15,213.8835027945743,202.2599030424424,HAM
16,191.41420739462288,189.96199282684697,HAM
17,250.65819921380262,242.12899264840672,HAM
18,197.33751417466868,185.87928499248162,HAM
19,176.65093169567345,190.11377664616396,ALB
20,264.11061043169525,270.2710229333333,ALB
21,292.9148276385185,295.21306560761906,ALB
22,169.4603828304267,148.92039334500055,HAM
23,207.4783369451122,215.86220972672024,ALB
24,273.6230231484249,276.48000579961905,ALB
25,287.60499968,,HAM
