Minisector,SAI,LEC,Fastest
0,255.4722861904664,256.59767523266186,LEC
1,205.34700721881077,198.57503664765346,SAI
2,222.56362795560202,221.9789826940115,SAI
3,259.7814523395795,263.0135812838626,LEC
4,268.50730178136905,276.62713620666403,LEC
5,214.40233213941417,220.55879991929052,LEC
6,96.83546126358883,95.58601523534843,SAI
7,193.02665238354678,183.33054156703884,SAI
8,275.4316144341667,277.80128997381615,LEC
9,299.56107898303003,302.90931325956126,LEC
10,310.5108644896948,314.7380681756682,LEC
11,304.7515991219029,314.4335483307435,LEC
12,109.38491154809535,107.32318200347498,SAI
13,215.88253492291423,216.05137497709512,LEC
14,277.4119432847061,280.55821839586275,LEC
15,294.82455785060904,299.2547120388259,LEC
16,217.79317730160992,222.65912072931732,LEC
17,126.84396422110584,123.2329513312071,SAI
18,155.33758479776913,148.24889205414001,SAI
19,255.49101802114103,256.26149077128446,LEC
20,153.26144202374795,146.42530121366767,SAI
21,131.22947949314513,125.06342154560654,SAI
22,210.14879322017046,198.68718935417488,SAI
23,198.9797745736135,192.44906094753028,SAI
24,172.12073442019505,164.94064154084276,SAI
25,233.7250048,,SAI
