Minisector,LEC,SAI,Fastest
0,292.17643759741173,297.81451284172334,SAI
1,304.6248637714286,315.2177509822825,SAI
2,312.6420571168337,318.6059523047619,SAI
3,313.7673808457143,318.21805546666667,SAI
4,197.49731491111817,185.1814264376081,LEC
5,220.45377277573192,220.86002526346005,SAI
6,267.92400184128337,268.3915048432468,SAI
7,263.50723185497077,265.37220697448885,SAI
8,194.3428380233745,192.47570378105144,LEC
9,146.68815414383542,140.3292855025214,LEC
10,177.32561975876095,185.4189609607159,SAI
11,261.928453430303,261.39058842352944,LEC
12,249.53036949840157,248.92024196672324,LEC
13,233.5087205231746,225.17623505493336,LEC
14,273.2553551743823,268.93890610713436,LEC
15,163.83554680517832,162.0991826872829,LEC
16,218.17952387047617,219.83075390522887,SAI
17,234.81248865876748,237.63605855832597,SAI
18,131.0599266713173,130.90071598522914,LEC
19,243.97744793476585,242.13162059580952,LEC
20,285.08333730844447,286.02031311238096,SAI
21,239.27020823390475,257.72262580559334,SAI
22,140.9880694827602,137.67648733414995,LEC
23,213.30291847619048,210.41641410111723,LEC
24,269.08541409740235,269.9791038440248,SAI
25,283.0,286.81000192,SAI
