Minisector,VER,GAS,Fastest
0,278.2790423660664,284.0581403022999,GAS
1,221.91778517333333,230.61822268157349,GAS
2,113.44694477915814,112.85404387382829,VER
3,194.35726416727272,199.05577893238322,GAS
4,172.38755658149762,171.27196793764747,VER
5,219.01546994917646,218.99910652698415,VER
6,279.78906382714246,284.36282688,GAS
7,293.38875008,309.2213538666667,GAS
8,169.42450914883713,174.29120028629148,GAS
9,128.42619627805584,122.54665800103211,VER
10,138.669018666605,136.12687228460354,VER
11,197.611858556346,197.06243609091908,VER
12,206.07679225171108,203.40372570299823,VER
13,134.05635450666665,130.09965526420953,VER
14,142.03487262341068,140.52400650383353,VER
15,134.58306848276726,135.62884142748348,GAS
16,251.705159415873,263.04217314890593,GAS
17,139.20710101961117,138.00455695015143,VER
18,204.09246821458828,203.71084060811503,VER
19,133.5251295888416,128.91377199383314,VER
20,145.56576677690904,141.83385976989865,VER
21,127.92194075493028,126.18253384541146,VER
22,154.26949240133226,153.99480082016805,VER
23,220.23085322539683,216.86766638933332,VER
24,238.8367801269841,234.3226929671279,VER
25,,265.02678628571425,GAS
