Minisector,LEC,GAS,Fastest
0,307.6392123146667,306.29041849007626,LEC
1,316.90594258285716,313.3435492371882,LEC
2,303.3071726242226,305.040798496649,GAS
3,181.95886505489503,183.15779507926555,GAS
4,217.93992359009525,213.73297296534443,LEC
5,199.47740152900366,194.2750220080022,LEC
6,182.2984135526816,177.92708535140807,LEC
7,199.4610751687542,206.17589535183427,GAS
8,253.7989551884146,253.12258874305252,LEC
9,260.6596022044444,248.70173845622529,LEC
10,177.72626151798409,172.24634318341344,LEC
11,230.27694995063453,233.0679123153187,GAS
12,124.37582062862599,121.70628989405795,LEC
13,240.40527657235396,239.10247505548494,LEC
14,281.0375295639979,275.63446122221137,LEC
15,276.3986310215963,273.71936872242424,LEC
16,210.3025524514139,202.46055312875805,LEC
17,198.04163524777778,200.0809782706643,GAS
18,288.8936398217197,287.996551042384,LEC
19,319.08102714612227,317.4984032859504,LEC
20,322.5955002453333,316.60328795807214,LEC
21,302.28658953815784,294.82979776468864,LEC
22,281.2209515784242,249.31628475001904,LEC
23,123.08452240487091,125.00579135311571,GAS
24,248.40994210044713,251.52002298256411,GAS
