Minisector,BOT,SAI,Fastest
0,251.72951297777777,253.42755269604297,SAI
1,281.39039569846756,281.7495257109719,SAI
2,174.66178816000001,157.1637736237644,BOT
3,172.9445411549941,172.34786402873084,BOT
4,261.64635821090263,262.1064576158387,SAI
5,277.21636587775635,267.0447833748613,BOT
6,234.84500096,201.91924440314855,BOT
7,206.7024912271147,190.77482087798546,BOT
8,165.70928331956986,153.51698830212564,BOT
9,221.49320794074072,233.03318273015873,SAI
10,277.7098576074608,278.9718816362812,SAI
11,124.43788251097682,121.60075987495333,BOT
12,220.16944209382714,225.85579015384616,SAI
13,272.2607703945578,274.1366762624474,SAI
14,290.5961165061224,289.8814581866667,BOT
15,296.9260964491228,295.65634905396826,BOT
16,230.75666819000173,200.68528187428572,BOT
17,140.02344885581397,132.53531834468484,BOT
18,141.43351329626353,135.79390292723173,BOT
19,124.85521753935208,121.3936541633232,BOT
20,234.53974557407932,224.22330192592594,BOT
21,260.71985863896106,250.00939637379923,BOT
22,240.15180324548678,218.45818540952382,BOT
23,216.8538138638448,200.6276206018794,BOT
24,149.03046732,145.51612344260133,BOT
25,224.53333333333333,,BOT
