Minisector,VER,HAM,Fastest
0,279.62195558941795,279.22326349229417,VER
1,117.68878291760473,128.8000119292803,HAM
2,156.49322277412168,152.72542289661814,VER
3,209.16402356441205,218.06213950918126,HAM
4,160.31208595017637,165.3430149855462,HAM
5,241.43075967602124,241.57921343330446,HAM
6,231.60017610774614,216.76609832248855,VER
7,135.9542096155973,134.25365657060323,VER
8,233.6928457528757,228.43330400609526,VER
9,272.5917750559617,271.30317609487724,VER
10,281.05590068888887,282.5013884888889,HAM
11,148.00217381541125,154.48820264901772,HAM
12,216.34772478747763,211.6522628148148,VER
13,267.10382885829176,264.73642868,VER
14,270.7260860177915,267.3686734239446,VER
15,102.2645033448912,99.18631312096389,VER
16,216.86552338934135,207.50018583812124,VER
17,270.2727616048892,265.513837535014,VER
18,290.11911215574816,289.19134912645825,VER
19,302.06264665681306,300.84633759253035,VER
20,308.78260424,304.26715686274514,VER
21,290.48456378695397,293.98713813482726,HAM
22,150.55844203930633,157.6509609515742,HAM
23,227.9417706660691,225.10783060254872,VER
24,271.5742713424455,272.8353796145273,HAM
25,283.67142948571427,283.945,HAM
