Minisector,NOR,STR,Fastest
0,258.8895855014548,260.7287768101793,STR
1,129.01754626147994,128.24329429115056,NOR
2,268.6667824289745,265.20868301626257,NOR
3,309.50696639999995,306.3122363919022,NOR
4,306.063813575041,304.6444170906911,NOR
5,314.69258074013607,313.5182978298319,NOR
6,319.90506720817564,319.2174383506173,NOR
7,315.10568796895944,319.0154661996499,STR
8,198.1926121813829,190.3152124595516,NOR
9,197.3307232970403,192.1065201086656,NOR
10,177.04978983620546,179.86765101122973,STR
11,162.70387898070314,163.04624736087464,STR
12,250.69699683743858,253.78785141090725,STR
13,280.5729958348244,282.20168905719026,STR
14,286.7447241754205,280.02920741960804,NOR
15,277.1191830780654,271.94236121685145,NOR
16,181.81652368592768,182.33277980275167,STR
17,192.30225583783948,189.69515633528417,NOR
18,242.19199311709085,237.63557485400764,NOR
19,290.50986763469984,286.50818334307013,NOR
20,311.66342581728395,310.9854811026224,NOR
21,320.386904821164,318.4273955510296,NOR
22,315.07113093333334,317.44315478095234,STR
23,255.59729318435873,260.32816993898825,STR
24,111.50897066350532,111.14018175131301,NOR
25,232.020832,231.537504,NOR
