Minisector,RUS,LEC,Fastest
0,272.5694943314286,273.3565139003752,LEC
1,252.32013932009687,250.72682185043476,RUS
2,124.0620412877295,122.30797065502398,RUS
3,162.59609288753106,174.35562867642858,LEC
4,184.0473147119192,197.46768018768597,LEC
5,199.82505707700267,195.73210700821912,RUS
6,263.33294694453053,263.91276506181816,LEC
7,285.3630109647771,286.54964835978836,LEC
8,233.23061154666667,247.62540487294095,LEC
9,150.08017265566139,152.15085297993267,LEC
10,118.88050758560591,120.17797210292241,LEC
11,160.90735530775683,159.63872472847498,RUS
12,247.0707373815204,242.78152019809522,RUS
13,157.2781364615873,161.68505724832536,LEC
14,145.41766910607984,137.8037686291037,RUS
15,106.56236003364133,107.1295772529445,LEC
16,215.39139168889312,210.98576861428572,RUS
17,254.6191523915444,249.88934230573807,RUS
18,128.52858121915804,129.34266151978176,LEC
19,239.01813308440637,234.24216362110357,RUS
20,273.4393386665226,275.10306697777776,LEC
21,200.32750723452506,211.03687141651346,LEC
22,150.76286049084533,142.7855617845566,RUS
23,216.78599623092146,218.5541722294906,LEC
24,230.82513053531338,228.23279893714792,RUS
25,255.875,257.6822906666667,LEC
