Minisector,PER,ALO,Fastest
0,273.1947756213585,273.77403319838385,ALO
1,292.6224779916458,294.44881273993826,ALO
2,291.204457536859,288.13740700422363,PER
3,186.66875511652503,165.10067781182045,PER
4,117.66081871267777,118.18708514268697,ALO
5,230.78775488501347,232.35601236752635,ALO
6,275.66565276389053,287.565809513347,ALO
7,290.8700690406926,299.77808468533334,ALO
8,180.65462873732338,171.74944309090193,PER
9,138.5773910115855,132.98950021038732,PER
10,243.6480076736,245.88568239062946,ALO
11,282.54904544548054,284.6558429246216,ALO
12,295.32578304057233,291.7552992069565,PER
13,280.4632816498147,276.5695345088831,PER
14,294.80364828988064,294.12920057294826,PER
15,301.1834719464048,298.29711288989375,PER
16,252.8182141448294,245.79022710853192,PER
17,216.5358076576784,216.26515214715832,PER
18,270.727070010694,279.4346618312743,ALO
19,294.77741650723976,310.3653327617095,ALO
20,304.7525985951065,314.4483263571967,ALO
21,231.08339286228548,224.39823850219057,PER
22,250.67931258590622,253.64532959484234,ALO
23,139.92274298145225,130.1034536850535,PER
24,209.4927037853865,206.86326245688693,PER
25,,253.98714217142856,ALO
