Minisector,VER,LEC,Fastest
0,305.2850835274831,302.9067644844942,VER
1,224.7716724573776,239.8169986001867,LEC
2,135.28797555758075,132.78672032734076,VER
3,232.73637017459401,237.67911572898635,LEC
4,194.58525040166586,195.266560338831,LEC
5,247.84025404043638,245.15857115245822,VER
6,231.36118123757208,233.9853719460616,LEC
7,260.78638605401835,257.9298322827862,VER
8,293.0855671749573,293.0804806929381,VER
9,197.96337920513375,205.30492806760944,LEC
10,206.41163576609904,208.9618312406173,LEC
11,276.53685206098254,276.9426255312842,LEC
12,216.86214083404522,214.30604636607654,VER
13,253.67854887567864,254.4356486042693,LEC
14,293.82432699791514,292.8189480921212,VER
15,308.732875008,315.78112193362193,LEC
16,315.09602771630176,324.2403736865801,LEC
17,214.76328118371052,215.94250102951594,LEC
18,266.42011239203833,262.27138598857965,VER
19,297.92242213040294,292.3671875333333,VER
20,306.46258781192984,306.2847175710053,VER
21,309.06454545454545,311.94834305020504,LEC
22,152.74047186964836,162.59890313608935,LEC
23,232.98391055915218,230.37478717986394,VER
24,285.51589535887126,279.14764939424987,VER
25,292.77000000000004,287.18214217142855,VER
