Minisector,HAM,VER,Fastest
0,270.7791505010085,271.3595171947154,VER
1,289.3586473229377,288.7688042920571,HAM
2,294.15125997040525,294.95626977523807,VER
3,134.63178818938684,142.33966874809565,VER
4,202.04158468444658,199.38081786758235,HAM
5,260.64994690115634,261.21043487661717,VER
6,146.6791016457607,155.01867401097937,VER
7,209.26195826123967,209.51818198308956,VER
8,263.21804968884254,259.5653605036814,HAM
9,283.6279548542695,280.6814222318659,HAM
10,244.3388906335787,256.69165550711,VER
11,184.87451346358102,198.31202286156773,VER
12,192.34305310041313,198.50935400376397,VER
13,151.2487052064689,162.72863171714616,VER
14,185.7193501754743,183.20502112121133,HAM
15,170.30325861635382,174.13577947491765,VER
16,218.7857806792328,219.74777175615145,VER
17,239.2446180746705,250.07397911273318,VER
18,240.33653056464496,244.66056197152173,VER
19,249.49932490230842,270.36157875539965,VER
20,152.018018296306,151.81678817962566,HAM
21,139.4830329528325,152.21353225642338,VER
22,172.75503863396676,168.22554926736004,HAM
23,155.85450333740317,158.07058745613423,VER
24,233.47513589285796,226.96619967221272,HAM
25,,258.7468871029078,VER
