Minisector,LEC,PER,Fastest
0,324.0299603809524,322.326756167619,LEC
1,331.98161240684544,330.58312512000003,LEC
2,331.5491227508772,326.76537699894175,LEC
3,174.86743512595456,168.8170391699248,LEC
4,133.56381961010473,139.17861551360645,PER
5,273.11866254760014,269.6009054144928,LEC
6,305.60666337952034,302.1207929146932,LEC
7,317.9818750933333,316.9188595087719,LEC
8,261.7862830052833,258.34205132518395,LEC
9,155.19614647999998,152.69152731481952,LEC
10,221.1912122820781,219.42417975172413,LEC
11,229.84547634402244,224.00035311261422,LEC
12,199.18307398889593,198.87663168786483,LEC
13,279.30893783188407,273.55698600043826,LEC
14,313.31337734736843,307.9735774251629,LEC
15,326.2246173536868,318.90833333333336,LEC
16,249.94733201066666,252.80096315897435,PER
17,213.453779566808,212.70665163059795,LEC
18,278.4569810562771,277.1991758545342,LEC
19,313.2556231763636,309.7871723657143,LEC
20,328.3002844723239,322.53211878190274,LEC
21,297.49345127619046,296.5321033939394,LEC
22,210.00829191254215,209.3053725686801,LEC
23,274.48162923636363,269.4814693167702,LEC
24,309.99288229469477,306.23616753922903,LEC
