Minisector,HAM,PER,Fastest
0,199.80510922948852,103.79270436408783,HAM
1,263.474217,169.7748914308922,HAM
2,292.63749902222224,128.52032025320483,HAM
3,306.3312300342857,202.22526188811895,HAM
4,176.1361153777778,183.46582092403293,PER
5,211.61325452358452,132.05040906283148,HAM
6,272.16232184019583,213.62533333333332,HAM
7,296.1824554666667,250.63782233928703,HAM
8,301.96523104089636,217.56043014985437,HAM
9,230.68104931778146,117.97816755184637,HAM
10,109.25743775226466,117.07064356029007,PER
11,238.16187537316017,115.99231596606336,HAM
12,281.17938487017545,175.83064696944564,HAM
13,296.31870455845507,196.44384637565915,HAM
14,183.55503428045975,194.94420614501698,PER
15,150.97166813167024,84.57162862035791,HAM
16,250.1158718984127,131.02797159349535,HAM
17,214.64515061462725,,HAM
18,190.51594412307693,,HAM
19,228.51323857735625,,HAM
20,228.55473333333336,,HAM
21,270.2091658133333,,HAM
22,291.85067604209775,,HAM
23,286.3620388740741,,HAM
24,234.93194453333334,,HAM
