Minisector,ALO,HAM,Fastest
0,268.8880529741497,258.2280481616162,ALO
1,134.90745638722973,129.22935026856757,ALO
2,194.4936299845695,203.40668324810457,HAM
3,244.33248270534799,246.94964719267978,HAM
4,259.69479077528746,253.78950440804232,ALO
5,178.80554473870825,173.4297358935873,ALO
6,147.74691929816797,146.8554197574839,ALO
7,178.83154474065958,186.8771426002721,HAM
8,98.6298882333448,98.72608125531286,HAM
9,74.60279587870582,70.83272002607275,ALO
10,89.91537950316759,99.6081388562963,HAM
11,174.844750974683,188.65174198881905,HAM
12,242.48221240334777,244.64126258612245,HAM
13,266.4530619820408,268.56287717587304,HAM
14,276.59847626779316,275.92776484500763,ALO
15,117.07487753267672,111.82189170014814,ALO
16,145.02427779446342,150.74206098828273,HAM
17,180.49478121142857,183.76913024184705,HAM
18,196.89294009481483,202.01016682666665,HAM
19,218.33466942201431,209.58689703544982,ALO
20,134.24842773705927,134.35643530139194,HAM
21,108.99966608809987,108.72652456653321,ALO
22,93.67173636662358,102.64956985021458,HAM
23,196.27677742010357,205.6794406079198,HAM
24,249.01159464313528,253.18273403782587,HAM
25,263.3812464,,ALO
