Minisector,HAM,BOT,Fastest
0,301.1869938533333,305.5235414933333,BOT
1,303.43859649122805,309.7713815578947,BOT
2,299.49379398130736,310.109649122807,BOT
3,236.45200166400002,226.341691136,HAM
4,223.9959033809653,229.50927383199198,BOT
5,123.58149231504831,121.1557552779002,HAM
6,231.79453965048302,231.46180436825398,HAM
7,270.33710228752835,270.2528352176595,HAM
8,219.7332641213194,218.98170552098765,HAM
9,121.74790373678393,122.93926200802584,BOT
10,241.94776253047652,243.86076080152378,BOT
11,253.67898731594204,255.1627735396206,BOT
12,137.78767380027801,135.86567530158732,HAM
13,224.4291383235385,226.29804617922537,BOT
14,269.5859099835299,270.90583296,BOT
15,230.2324092830476,231.60748674212203,BOT
16,177.81084152816183,169.44523215916908,HAM
17,246.71177470144926,246.40883718496488,HAM
18,127.71167555749466,121.73915588841608,HAM
19,152.6386240621715,143.7704225207694,HAM
20,209.0783177140756,209.03582438249865,HAM
21,258.89166519641566,263.8333325575758,BOT
22,275.5471128304762,280.73895818666665,BOT
23,285.92122966349206,289.35614538009696,BOT
24,295.73145808,298.4129626548148,BOT
25,,303.8333333333333,BOT
