Minisector,BOT,LEC,Fastest
0,234.62629642045394,231.10433996645295,BOT
1,290.09288425974023,281.25424764100933,BOT
2,306.83270842666667,294.75971312638086,BOT
3,311.7688392990476,299.5948411936508,BOT
4,280.42322201405693,275.9338178138539,BOT
5,169.53386943716933,168.52277589724068,BOT
6,263.80892888253965,259.8631938704079,BOT
7,283.88384040865964,280.7274620236652,BOT
8,220.85292561269839,216.51607655444653,BOT
9,219.5036714754642,212.59273288237293,BOT
10,192.9764605922078,186.29378560932895,BOT
11,225.4221160661309,222.72425487891155,BOT
12,207.0972731371483,201.39366401077484,BOT
13,219.86192510213465,215.56388568932678,BOT
14,220.9494152382958,214.67409596847293,BOT
15,182.0150555204482,182.2062921692336,LEC
16,250.34541344041165,244.94983844102563,BOT
17,294.3640151757576,288.51345624951654,BOT
18,314.17658460208054,303.9191041088435,BOT
19,303.14316670933334,296.8512295625246,BOT
20,130.14873208619736,132.65376837288133,LEC
21,160.41370358116046,171.20551864504503,LEC
22,156.80638740684802,141.44375881612334,BOT
23,205.86188103465102,213.90031381874383,LEC
24,147.63034098692376,141.17850374025974,BOT
25,,171.7468744,LEC
